종목명,종목영문명,해당등급,사용여부,해당등급등록일,종목등록일,입고대상여부,시행여부
유선통신선로기능사1급,,산업기사,Y,14/06/23,14/06/23,N,폐지
항공정비기능장,Master Craftsman Aircraft Maintenance,기능장,Y,14/06/23,14/06/23,N,폐지+유지
가죽처리산업기사,Industrial Engineer Leather Processing,산업기사,Y,14/06/23,14/06/23,N,폐지+유지
수자수기능사1급,,산업기사,Y,14/06/23,14/06/23,N,폐지
나전칠기기능사1급,,산업기사,Y,14/06/23,14/06/23,N,폐지
정밀가공산업기사,Industrial Engineer Precision Finishing (Milling),산업기사,Y,14/06/23,14/06/23,N,폐지+유지
정밀가공산업기사,Industrial Engineer Precision Finishing (Grinding),산업기사,Y,14/06/23,14/06/23,N,폐지+유지
소방설비산업기사,Industrial Engineer Fire Fighting Facilities (Mechanical),산업기사,Y,14/06/23,14/06/23,N,폐지
소방설비산업기사,Industrial Engineer Fire Fighting Facilities (Mechanical),산업기사,Y,14/06/23,14/06/23,N,폐지
계량기계산업기사,Industrial Engineer Mechanical Measuring,산업기사,Y,14/06/23,14/06/23,N,폐지
계량물리산업기사,Industrial Engineer Physical Measuring,산업기사,Y,14/06/23,14/06/23,N,폐지
섬유기계기능장,Master Craftsman Textile Machine,기능장,Y,14/06/23,14/06/23,N,폐지+유지
열처리기능장,,기능장,Y,14/06/23,14/06/23,N,폐지
주조기능장,Master Craftsman Casting,기능장,Y,14/06/23,14/06/23,Y,현재시행
자동차정비기능장,Master Craftsman Motor Vehicles Maintenance,기능장,Y,14/06/23,14/06/23,Y,현재시행
기계정비기능장,Master Craftsman Machinery Maintenance,기능장,Y,14/06/23,14/06/23,N,폐지+유지
유선설비기능사1급,Class Ⅰ Craftsman Wire Communication Equipment,산업기사,Y,14/06/23,14/06/23,N,폐지
교통산업기사,Industrial Engineer Transportation,산업기사,Y,14/06/23,14/06/23,Y,현재시행
배관기능장,Master Craftsman Plumbing,기능장,Y,14/06/23,14/06/23,Y,현재시행
목공예산업기사,Industrial Engineer Wood Handicraft,산업기사,Y,14/06/23,14/06/23,N,폐지+유지
도자기공예산업기사,Industrial Engineer Pottery Handicraft,산업기사,Y,14/06/23,14/06/23,N,폐지+유지
자수산업기사,Industrial Engineer Embroidery,산업기사,Y,14/06/23,14/06/23,N,폐지+유지
누설비파괴검사산업기사,Industrial Engineer Leak Nondestructive Testing,산업기사,Y,14/06/23,14/06/23,N,폐지+유지
어로산업기사,Industrial Engineer Fishery,산업기사,Y,14/06/23,14/06/23,Y,현재시행
계량기사2급,,산업기사,Y,14/06/23,14/06/23,N,폐지
계량기사2급,,산업기사,Y,14/06/23,14/06/23,N,폐지
계량전기산업기사,Industrial Engineer Electrical Measuring,산업기사,Y,14/06/23,14/06/23,N,폐지
농기계정비기능장,Master Craftsman Agricultural Machinery Maintenance,기능장,Y,14/06/23,14/06/23,N,폐지+유지
고압가스기계기능장,Master Craftsman High-Pressure Gas Machinery,기능장,Y,14/06/23,14/06/23,N,폐지
철도차량정비기능장,Master Craftsman Railway Vehicles Maintenance,기능장,Y,14/06/23,14/06/23,Y,현재시행
정밀가공및측정기능장,,기능장,Y,14/06/23,14/06/23,N,폐지
금형제작기능장,Master Craftsman Die and Mould Making,기능장,Y,14/06/23,14/06/23,Y,현재시행
기계제도기능장,Master Craftsman Mechanical Drawing,기능장,Y,14/06/23,14/06/23,N,폐지+유지
판금기능장,Master Craftsman Sheet-Metal Work,기능장,Y,14/06/23,14/06/23,N,폐지
귀금속가공산업기사,Industrial Engineer Precious Metal Processing,산업기사,Y,14/06/23,14/06/23,Y,현재시행
계량기사2급,,산업기사,Y,14/06/23,14/06/23,N,폐지
용접기능장,Master Craftsman Welding,기능장,Y,14/06/23,14/06/23,Y,현재시행
전자회로설계산업기사,Industrial Engineer Electronic Circuit Control,산업기사,Y,14/06/23,14/06/23,N,폐지
산업위생관리산업기사,Industrial Engineer Industrial Hygiene Management,산업기사,Y,14/06/23,14/06/23,Y,현재시행
소방설비산업기사,Industrial Engineer Fire Fighting Facilities (Architecture),산업기사,Y,14/06/23,14/06/23,N,폐지
폐기물처리산업기사,Industrial Engineer Wastes Treatment,산업기사,Y,14/06/23,14/06/23,Y,현재시행
조리산업기사,Industrial Engineer Cook,산업기사,Y,14/06/23,14/06/23,N,폐지
포장산업기사,Industrial Engineer Packing,산업기사,Y,14/06/23,14/06/23,Y,현재시행
제품디자인산업기사,Industrial Engineer Product Design,산업기사,Y,14/06/23,14/06/23,Y,현재시행
와전류비파괴검사산업기사,Industrial Engineer Eddy Current Nondestructive Testing,산업기사,Y,14/06/23,14/06/23,N,폐지+유지
공조냉동기계산업기사,Industrial Engineer Air-Conditioning and Refrigerating Machinery,산업기사,Y,14/06/23,14/06/23,Y,현재시행
고분자제품제조산업기사,Industrial Engineer Polymer Chemical Products,산업기사,Y,14/06/23,14/06/23,N,폐지
화약류제조산업기사,Industrial Engineer Explosives Manufacturing,산업기사,Y,14/06/23,14/06/23,Y,현재시행
실내건축산업기사,Industrial Engineer Interior Architecture,산업기사,Y,14/06/23,14/06/23,Y,현재시행
정보처리산업기사,Industrial Engineer Information Processing,산업기사,Y,14/06/23,14/06/23,Y,현재시행
건설재료시험산업기사,Industrial Engineer Construction Material Testing,산업기사,Y,14/06/23,14/06/23,Y,현재시행
제관기능장,Master Craftsman Boiler Making,기능장,Y,14/06/23,14/06/23,N,폐지
계량기사2급,,산업기사,Y,14/06/23,14/06/23,N,폐지
전산응용토목제도기능사,Craftsman-Computer Aided Drawing in Civil Engineering,기능사,Y,14/06/23,14/06/23,Y,현재시행
정보기술다기능기술자,Information Technical Technician,산업기사,Y,14/06/23,14/06/23,N,폐지
방사선비파괴검사산업기사,Industrial Engineer Radiation Nondestructive Testing,산업기사,Y,14/06/23,14/06/23,Y,현재시행
한식조리산업기사,"Industrial Engineer Cook, Korean Food",산업기사,Y,14/06/23,14/06/23,Y,현재시행
패션디자인산업기사,Industrial Engineer Fashion Design,산업기사,Y,14/06/23,14/06/23,Y,현재시행
환경관리기사2급,,산업기사,Y,14/06/23,14/06/23,N,폐지
방사산업기사,Industrial Engineer Artificial Fiber Spinning,산업기사,Y,14/06/23,14/06/23,N,폐지
섬유디자인산업기사,Industrial Engineer Textile Design,산업기사,Y,14/06/23,14/06/23,Y,현재시행
섬유기계산업기사,Industrial Engineer Textile Machine,산업기사,Y,14/06/23,14/06/23,N,폐지
편물산업기사,Industrial Engineer Knitting,산업기사,Y,14/06/23,14/06/23,N,폐지+유지
"대기환경,수질환경산업기사","Industrial Engineer Air Pollution Environmental,Water Pollution Environmental",산업기사,Y,14/06/23,14/06/23,N,폐지
영림기사2급,Class Ⅱ Engineer Forestry Management,산업기사,Y,14/06/23,14/06/23,N,폐지
양복산업기사,Industrial Engineer Tailoring,산업기사,Y,14/06/23,14/06/23,N,폐지+유지
한복산업기사,Industrial engineer Korean traditional costume,산업기사,Y,14/06/23,14/06/23,Y,현재시행
기계검사및설치기능사1급,,산업기사,Y,14/06/23,14/06/23,N,폐지
기계정비기능사1급,Class Ⅰ Craftsman Machinery Maintenance,산업기사,Y,14/06/23,14/06/23,N,폐지
정보통신설비다기능기술자,Information and Communication System Technician,산업기사,Y,14/06/23,14/06/23,N,폐지
철도토목산업기사,Industrial Engineer Railway Track Maintenance,산업기사,Y,14/06/23,14/06/23,Y,현재시행
인쇄기술다기능기술자,Printing Technology Technician,산업기사,Y,14/06/23,14/06/23,N,폐지
산업설비다기능기술자,Industrial Equipment Technician,산업기사,Y,14/06/23,14/06/23,N,폐지
패션디자인다기능기술자,Fashion Design Technician,산업기사,Y,14/06/23,14/06/23,N,폐지
산업디자인다기능기술자,Industrial Design Technician,산업기사,Y,14/06/23,14/06/23,N,폐지
고무제품제조산업기사,Industrial Engineer Rubber Product Manufacturing,산업기사,Y,14/06/23,14/06/23,N,폐지+유지
프라스틱제품산업기사,Industrial Engineer Plastic Products,산업기사,Y,14/06/23,14/06/23,N,폐지+유지
제지산업기사,Industrial Engineer Paper Manufacturing,산업기사,Y,14/06/23,14/06/23,N,폐지+유지
제지기능사1급,,산업기사,Y,14/06/23,14/06/23,N,폐지
제지기능사1급,,산업기사,Y,14/06/23,14/06/23,N,폐지
압연산업기사,Industrial Engineer Rolling (Cold Rolling),산업기사,Y,14/06/23,14/06/23,N,폐지+유지
압연기능사1급,,산업기사,Y,14/06/23,14/06/23,N,폐지
단조산업기사,Industrial Engineer Forging,산업기사,Y,14/06/23,14/06/23,N,폐지+유지
선반기능사1급,,산업기사,Y,14/06/23,14/06/23,N,폐지
기계정비다기능기술자,Machinery Maintenance Technician,산업기사,Y,14/06/23,14/06/23,N,폐지
기계설계다기능기술자,Machine Design Technician,산업기사,Y,14/06/23,14/06/23,N,폐지
정밀계측다기능기술자,Precisional Measurement Technician,산업기사,Y,14/06/23,14/06/23,N,폐지
금형다기능기술자,Die and Mold Making Technician,산업기사,Y,14/06/23,14/06/23,N,폐지
귀금속공예다기능기술자,Precious Metal Handicraft Technician,산업기사,Y,14/06/23,14/06/23,N,폐지
메카트로닉스다기능기술자,Mechatronics Technician,산업기사,Y,14/06/23,14/06/23,N,폐지
이용장,Master Barber,기능장,Y,14/06/23,14/06/23,Y,현재시행
화학분석산업기사,Industrial Engineer Chemical Analysis,산업기사,Y,14/06/23,14/06/23,N,폐지+유지
화학열기기조작기능사1급,,산업기사,Y,14/06/23,14/06/23,N,폐지
화학분리기기조작기능사1급,,산업기사,Y,14/06/23,14/06/23,N,폐지
화학유화기기조작기능사1급,,산업기사,Y,14/06/23,14/06/23,N,폐지
유리가공기능사1급,,산업기사,Y,14/06/23,14/06/23,N,폐지
제강산업기사,Industrial Engineer Steel Making (Continuous Casting),산업기사,Y,14/06/23,14/06/23,N,폐지+유지
전자다기능기술자,Electron Technician,산업기사,Y,14/06/23,14/06/23,N,폐지
코크스산업기사,Industrial Engineer Coke Making,산업기사,Y,14/06/23,14/06/23,N,폐지+유지
소방설비산업기사,Industrial Engineer Fire Fighting Facilities (Mechanical),산업기사,Y,14/06/23,14/06/23,N,폐지
소방설비산업기사,Industrial Engineer Fire Fighting Facilities (Mechanical),산업기사,Y,14/06/23,14/06/23,N,폐지
통신설비기능장,Master Craftsman Tele Communication Apparatu,기능장,Y,14/06/23,14/06/23,N,해당사항없음
정보처리기능장,Master Craftsman Information Processing,기능장,Y,14/06/23,14/06/23,N,폐지
조리기능장,Master Craftsman Cook,기능장,Y,14/06/23,14/06/23,Y,현재시행
제과기능장,Master Craftsman Confectionary Making,기능장,Y,14/06/23,14/06/23,Y,현재시행
미용장,Master hairdresser,기능장,Y,14/06/23,14/06/23,Y,현재시행
금속다기능기술자,Metal Technician,산업기사,Y,14/06/23,14/06/23,N,폐지
소방설비산업기사,Industrial Engineer Fire Fighting Facilities (Architecture),산업기사,Y,14/06/23,14/06/23,N,폐지
지도제작기능장,Master Craftsman Mapping,기능장,Y,14/06/23,14/06/23,N,폐지+유지
소방설비산업기사,Industrial Engineer Fire Fighting Facilities (Civil),산업기사,Y,14/06/23,14/06/23,N,폐지
소방설비산업기사,Industrial Engineer Fire Fighting Facilities (Civil),산업기사,Y,14/06/23,14/06/23,N,폐지
소방설비산업기사,Industrial Engineer Fire Fighting Facilities (Mechanical),산업기사,Y,14/06/23,14/06/23,N,폐지
소방설비산업기사,Industrial Engineer Fire Fighting Facilities (Architecture),산업기사,Y,14/06/23,14/06/23,N,폐지
소방설비산업기사,Industrial Engineer Fire Fighting Facilities (Architecture),산업기사,Y,14/06/23,14/06/23,N,폐지
단조기능장,Master Craftsman Forging,기능장,Y,14/06/23,14/06/23,N,폐지+유지
화학분석기능장,Master Craftsman Chemical Analysis,기능장,Y,14/06/23,14/06/23,N,폐지+유지
공기조화기능장,Master Craftsman Air Conditioning,기능장,Y,14/06/23,14/06/23,N,폐지+유지
종묘기능장,Master Craftsman Seedling,기능장,Y,14/06/23,14/06/23,N,폐지+유지
산림기능장,Master Craftsman Forest,기능장,Y,14/06/23,14/06/23,N,폐지+유지
농예화학기능장,,기능장,Y,14/06/23,14/06/23,N,폐지
지적기능장,Master Craftsman Cadastral,기능장,Y,14/06/23,14/06/23,N,폐지+유지
도화기능장,Master Craftsman Drawing Technical Illustration,기능장,Y,14/06/23,14/06/23,N,폐지+유지
비파괴검사기능장,Master Craftsman Non-Destructive Testing,기능장,Y,14/06/23,14/06/23,N,폐지+유지
항공사진기능장,Master Craftsman Aerial Photograph,기능장,Y,14/06/23,14/06/23,N,폐지+유지
소방설비산업기사,Industrial Engineer Fire Fighting Facilities (Architecture),산업기사,Y,14/06/23,14/06/23,N,폐지
소방설비산업기사,Industrial Engineer Fire Fighting Facilities -Architecture,산업기사,Y,14/06/23,14/06/23,N,폐지
옵셋제판기능장,,기능장,Y,14/06/23,14/06/23,N,폐지
소방설비산업기사,Industrial Engineer Fire Fighting Facilities (Civil),산업기사,Y,14/06/23,14/06/23,N,폐지
소방설비산업기사,Industrial Engineer Fire Fighting Facilities (Civil),산업기사,Y,14/06/23,14/06/23,N,폐지
나전칠기기능장,Master Craftsman Mother of Pearl Lacquer Ware,기능장,Y,14/06/23,14/06/23,N,폐지+유지
금속공예기능장,Master Craftsman Metal Handicraft,기능장,Y,14/06/23,14/06/23,N,폐지+유지
금속도장기능장,Master Craftsman Metal Coating,기능장,Y,14/06/23,14/06/23,N,폐지+유지
귀금속가공기능장,Master Craftsman Precious Metal Processing,기능장,Y,14/06/23,14/06/23,Y,현재시행
비파괴시험기능장,Master Craftsman,기능장,Y,14/06/23,14/06/23,N,폐지+유지
목공예기능장,Master Craftsman Wood Handicraft,기능장,Y,14/06/23,14/06/23,N,폐지+유지
도자기공예기능장,Master Craftsman Pottery Handicraft,기능장,Y,14/06/23,14/06/23,N,폐지+유지
지형연판기능장,,기능장,Y,14/06/23,14/06/23,N,폐지
인쇄기능장,,기능장,Y,14/06/23,14/06/23,N,폐지
인쇄기능장,Master Craftsman Printing,기능장,Y,14/06/23,14/06/23,N,폐지+유지
주조조판기기능장,,기능장,Y,14/06/23,14/06/23,N,폐지
소방설비산업기사,Industrial Engineer Fire Fighting Facilities (Architecture),산업기사,Y,14/06/23,14/06/23,N,폐지
소방설비산업기사,Industrial Engineer Fire Fighting Facilities (Civil),산업기사,Y,14/06/23,14/06/23,N,폐지
철골철근기능장,Master Craftsman Reinforcing Iron Work,기능장,Y,14/06/23,14/06/23,N,폐지+유지
소방설비산업기사,Industrial Engineer Fire Fighting Facilities (Chemical),산업기사,Y,14/06/23,14/06/23,N,폐지
소방설비산업기사,Industrial Engineer Fire Fighting Facilities (Chemical),산업기사,Y,14/06/23,14/06/23,N,폐지
의류제조기능장,Master Craftsman Clothes Making,기능장,Y,14/06/23,14/06/23,N,폐지+유지
제직기능장,Master Craftsman Weaving,기능장,Y,14/06/23,14/06/23,N,폐지+유지
침염기능장,,기능장,Y,14/06/23,14/06/23,N,폐지
나염기능장,,기능장,Y,14/06/23,14/06/23,N,폐지
염색기능장,,기능장,Y,14/06/23,14/06/23,N,폐지+유지
직물가공기능장,Master Craftsman Textile Fabric Finishing,기능장,Y,14/06/23,14/06/23,N,폐지+유지
물리탐광기능장,Master Craftsman Physical Prospecting,기능장,Y,14/06/23,14/06/23,N,폐지+유지
선광기능장,Master Craftsman Ore-Dressing,기능장,Y,14/06/23,14/06/23,N,폐지+유지
채광기능장,Master Craftsman Mining,기능장,Y,14/06/23,14/06/23,N,폐지+유지
광산기계운전및수리기능장,Master Craftsman Mining Machine Operation and Maintenance,기능장,Y,14/06/23,14/06/23,N,폐지+유지
편물기능장,Master Craftsman Knitting,기능장,Y,14/06/23,14/06/23,N,폐지+유지
자수기능장,Master Craftsman Embroidery,기능장,Y,14/06/23,14/06/23,N,폐지+유지
철골기능장,,기능장,Y,14/06/23,14/06/23,N,폐지
소방설비산업기사,Industrial Engineer Fire Fighting Facilities (Civil),산업기사,Y,14/06/23,14/06/23,N,폐지
초음파비파괴검사산업기사,Industrial Engineer Ultrasonic Nondestructive Testing,산업기사,Y,14/06/23,14/06/23,Y,현재시행
방수기능장,Master Craftsman Water Proof Work,기능장,Y,14/06/23,14/06/23,N,폐지+유지
소방설비산업기사,Industrial Engineer Fire Fighting Facilities (Chemical),산업기사,Y,14/06/23,14/06/23,N,폐지
창호제작기능장,,기능장,Y,14/06/23,14/06/23,N,폐지
건축목공기능장,,기능장,Y,14/06/23,14/06/23,N,폐지
가구기능장,,기능장,Y,14/06/23,14/06/23,N,폐지
온돌기능장,,기능장,Y,14/06/23,14/06/23,N,폐지
기계가공기능장,,기능장,Y,14/06/23,14/06/23,N,폐지
기어절삭기능장,,기능장,Y,14/06/23,14/06/23,N,폐지
기계가공기능장,Master Craftsman Machinery Maintenance,기능장,Y,14/06/23,14/06/23,Y,현재시행
공구기능장,,기능장,Y,14/06/23,14/06/23,N,폐지
금형기능장,,기능장,Y,14/06/23,14/06/23,N,폐지
콘크리트기능장,Master Craftsman Concrete,기능장,Y,14/06/23,14/06/23,N,폐지+유지
측량기능장,Master Craftsman Surveying,기능장,Y,14/06/23,14/06/23,N,폐지+유지
석공기능장,Master Craftsman Stone Work,기능장,Y,14/06/23,14/06/23,N,폐지+유지
토목재료시험기능장,Master Craftsman Civil Engineering Material Testing,기능장,Y,14/06/23,14/06/23,N,폐지+유지
침투비파괴검사산업기사,Industrial Engineer Penetrate Nondestructive Testing,산업기사,Y,14/06/23,14/06/23,Y,현재시행
소방설비산업기사,Industrial Engineer Fire Fighting Facilities (Chemical),산업기사,Y,14/06/23,14/06/23,N,폐지
유선통신선로기능장,Master Craftsman Telecommunication Cable & Transmission Line,기능장,Y,14/06/23,14/06/23,N,폐지+유지
소방설비산업기사,Industrial Engineer Fire Fighting Facilities (Chemical),산업기사,Y,14/06/23,14/06/23,N,폐지
소방설비산업기사,Industrial Engineer Fire Fighting Facilities (Electrical),산업기사,Y,14/06/23,14/06/23,N,폐지
소방설비산업기사,Industrial Engineer Fire Fighting Facilities (Electrical),산업기사,Y,14/06/23,14/06/23,N,폐지
소방설비산업기사,Industrial Engineer Fire Fighting Facilities (Electrical),산업기사,Y,14/06/23,14/06/23,N,폐지
