종목명,항목,내용
조리기능장,진로 및 전망,"식품접객업 및 집단 급식소 등에서 조리사로 근무하거나 운영이 가능함. 업체간,지역간의 이동이 많은 편이고 고용과 임금에 있어서 안정적이지는 못한 편이지만,조리에 대한 전문가로 인정받게 되면 높은 수익과 직업적 안정성을 보장받게 된다. - 식품위생법상 대통령령이 정하는 식품접객영업자(복어조리,판매영업 등)와  집단급식소의 운영자는 조리사 자격을 취득하고, 시장·군수·구청장의 면허를  받은 조리사를 두어야 한다.* 관련법 : 식품위생법 제34조, 제36조, 같은법 시행령 제18조, 같은법 시행규칙 제46조 "
조리기능장,출제경향,- 요구작업 내용 ·지급된 재료를 가지고 요구하는 작품을 시험시간내에 1인분을 만들어내는 작업. 
조리기능장,취득방법,"① 시 행 처 : 한국산업인력공단 ② 시험과목 - 필기 : 공중보건,식품위생 및 관련법규, 식품학, 조리이론 및 원가계산, 한식, 양식, 중식, 일식 및 복어 조리에 관한 사항 - 실기 : 조리작업 ③ 검정방법 - 필기 : 객관식 4지 택일형 60문항 (60분) - 실기 : 작업형 (5시간 정도) ④ 합격기준 : 100점 만점에 60점 이상. "
주조기능장,개요,기계공업발전의 기반이 되는 산업기계 부품의 제작을 위해 주조는 필수적인 작업이다.   이에 주조에 관한 최상급 숙련기능을 소지한 전문인력을 양성하고자 자격제도 제정. 
주조기능장,변천과정,’74.10.16. 대통령령 제7283호’83.12.20. 대통령령 제11281호’91.10.31. 대통령령 제13494호현재주물및주강기능장주물기능장주조기능장주조기능장
주조기능장,수행직무,"주조에 관한 최상급 숙련기능을 가지고 산업현장에서 작업관리 , 소속 기능자의 지도  및 감독, 현장훈련, 경영층과 생산계층을 유기적으로 결함시켜주는 현장의 중간관리 등 의 업무 수행. "
주조기능장,실시기관 홈페이지,http://www.q-net.or.kr
주조기능장,실시기관명,한국산업인력공단 
주조기능장,위 자격취득자에 대한 법령상 우대현황,"순번법령명조문내역활용내용1건설기계관리법 시행규칙제33조 검사대행자등(별표9)건설기계검사대행자의인력기준2건설산업기본법 시행규칙제25조의3 건설사업관리관련 인력건설사업관리관련 인력3건설산업기본법 시행령제13조 건설업의 등록기준(별표2)건설업의 등록기준4건설산업기본법 시행령제35조 건설기술자의 현장배치기준등(별표5)공사예정금액의 규모별 건설기술자 배치기준5경찰공무원임용령제16조 특별채용의 요건특별채용의 자격6고등학교 졸업학력 검정고시 규칙제12조 과목면제과목면제7공무원임용시험령제27조 경력경쟁채용시험의 응시자격 등(별표7, 8)경력경쟁채용시험에 응시8공무원임용시험령제31조 채용시험의 특전(별표12)6급 이하 공무원 및 기능직공무원 채용시험 가산대상 자격증9공연법 시행령제10조2 안전진단기관의 지정 요건(별표1)안전진단기관의 인력 요건10공직자윤리법 시행령제34조 취업승인관할 공직자윤리위원회가 취업승인을 하는 경우11공직자윤리법의 시행에 관한 대법원규칙제37조 취업승인 신청퇴직공직자의 취업승인 요건12공직자윤리법의 시행에 관한 헌법재판소규칙제20조 취업승인퇴직공직자의 취업승인 요건13교원자격검정령 시행규칙제9조 무시험검정의 신청실기교사무시험검정인 때에는 국가기술자격증 사본(해당과목에 한한다)을 첨부하여야 무시험자격14교육감 소속 지방공무원 평정규칙제23조 자격증 등의 가점5급 이하 공무원, 연구사·지도사 및 기능직공무원이 자격증을 소지한 경우 점수 가점 평정15국가공무원법제36조의2 채용시험의 가점채용시험의 가점16국가과학기술 경쟁력강화를 위한 이공계지원특별법 시행령제20조 연구기획평가사의 자격시험연구기획평가사 자격시험 일부 면제17국가과학기술 경쟁력강화를 위한 이공계지원특별법 시행령제2조 이공계인력의 범위 등이공계인력의 정의18국가기술자격법제14조 국가기술자격 취득자에 대한 우대국가기술자격 취득자를 우대19국가기술자격법 시행규칙제21조 시험위원의 자격 등(별표16)시험위원의 자격20국가기술자격법 시행령제27조 국가기술자격취득자의 취업 등에 대한 우대채용·보수 및 승진 등에 있어 해당 직무분야의 국가기술자격취득자를 우대21국가를 당사자로 하는 계약에 관한 법률 시행규칙제7조 원가계산을 할 때 단위당 가격의 기준가격을 적용함에 있어 해당 노임단가에 그 노임단가의 100분의 15 이하에 해당하는 금액을 가산22국외유학에 관한 규정제5조 자비유학자격자비유학을 할수 있는자23국회인사규칙제20조 경력경쟁채용등의 요건동종직무에 관한 자격증소지자를 경력경쟁채용하는 경우24군무원인사법 시행규칙제16조 시험과목의 일부 면제 등국가에서 실시한 각종 자격·면허시험에 합격한 사람의 자격이 임용예정 직급과 관련이 있는 경우에는 그 자격·면허시험에 이미 응시한 시험과목에 대한 시험은 면제25군무원인사법 시행규칙제27조 가산점(별표4)승진후보자 명부작성시 자격증 및 면허증 소지자 가산26군무원인사법 시행령제10조 특별채용 요건(별표4)특별채용시험에 의하여 신규채용할 수 있는 자격27군인사법 시행규칙제14조 부사관의 임용부사관의 자격28근로자직업능력 개발법 시행령제27조 직업능력개발훈련을 위하여 근로자를 가르칠 수 있는 사람직업능력개발훈련교사의 정의29근로자직업능력 개발법 시행령제28조 직업능력개발훈련교사의 자격 취득(별표1)직업능력개발훈련교사의자격(자격을 취득하고 고용노동부령으로 정하는 훈련을 받은 사람)30근로자직업능력 개발법 시행령제38조 다기능기술자과정의 학생선발방법정원 내 특별전형대상자31근로자직업능력 개발법 시행령제42조 교원 등의 자격(별표4)기능대학의 교원 자격(산업체 현장의 근무 경력이 있는 사람)32근로자직업능력 개발법 시행령제44조 교원 등의 임용교원을 임용할 때 자격증 소지자 우대33기능장려법제10조 창업자금 대부창업자금 대부34기능장려법 시행령제13조 창업자금의 대부대상등창업자금의 대부대상35기능장려법 시행령제3조 영업의 우선적 인ㆍ허가등영업의 우선적 인ㆍ허가등36기술개발촉진법 시행령제15조 특정연구개발사업 참여기관 등의 기준연구전담요원의 자격37독학에 의한 학위취득에 관한 법률 시행규칙제4조 국가기술자격취득자에 대한 시험면제범위등자격취득분야와 동일한 분야의 시험에 응시하는 자에 대하여는 해당 과정별 인정시험 면제38독학에 의한 학위취득에 관한 법률 시행령제9조 시험과목면제 대상시험과목의 전부 또는 일부를 면제받을 수 있는 자39문화산업진흥 기본법 시행령제26조 기업부설창작연구소 등의 인력ㆍ시설 등의 기준기업부설창작연구소의 인력기준40병역법제53조 전시근로소집 대상 등전시근로소집 대상 제외(제2국민역)41병역법 시행령제83조 전문연구요원 및 산업기능요원이 종사할 해당 분야 등분야에 종사해야할 전문연구요원 및 산업기능요원42부품·소재전문기업 등의 육성에 관한 특별조치법 시행령제14조 부품·소재기술개발전문기업의 지원기준 등부품·소재기술개발전문기업의 기술개발전담요원43비상대비자원 관리법제2조 대상자원의 범위대상자원의 범위44산업안전보건법 시행규칙제17조 안전관리대행기관의 인력·시설 및 장비기준(별표5)안전관리대행기관의 인력기준45선박직원법 시행령제11조 시험과목필기시험의 해당 과목을 면제46여성과학기술인육성및지원에관한법률시행령제2조 정의여성과학기술인의 자격47연구직 및 지도직공무원의 임용 등에 관한 규정제26조의2 채용시험의 특전(별표7)연구사 및 지도사공무원 채용시험 응시하는 경우 점수 가산48원자력법 시행령제283조 응시자격(별표5)원자력관계종사자의 면허시험 응시자격49유해·위험작업의 취업제한에 관한 규칙제3조 자격ㆍ면허등이 필요한 작업의 범위등(별표1)규정에 의한 취업을 제한하는 작업과 그 작업에 필요한 자격50중소기업인력지원 특별법제28조 근로자의 창업지원 등당해 직종과 관련된 분야에서 신기술에 기반한 창업을 하고자 하는 경우 지원51중소기업제품 구매촉진 및 판로지원에 관한 법률 시행규칙제12조 시험연구원의 지정 등(별표3)시험연구원의 지정기준52중소기업진흥에 관한 법률제48조 1차 시험의 면제1차 시험을 면제53중소기업창업 지원법 시행령제20조 중소기업상담회사의 등록요건(별표1)중소기업상담회사가 보유하여야 하는 전문인력54중소기업창업 지원법 시행령제6조 창업보육센터사업자의 지정(별표1)창업보육센터사업자의 전문인력55지방공무원 임용령제17조 경력경쟁임용시험등을 통한 임용의 요건경력경쟁임용 하려는 경우56지방공무원 임용령제55조의3 자격증 소지자에 대한 신규임용시험의 특전6급 이하 공무원 및 기능직공무원 신규임용시험 시 필기시험 점수 가산57지방공무원 평정규칙제23조 자격증 등의 가산점5급 이하 공무원, 연구사·지도사 및 기능직공무원이 자격증을 소지한 경우 점수 가점 평정58지방공무원법제34조의2 신규임용시험의 가점공무원 신규임용시험시 점수 가산59지방자치단체를 당사자로 하는 계약에 관한 법률 시행규칙제7조 원가계산 시 단위당 가격의 기준지방자치단체의 장 또는 계약담당자는 가격을 적용함에 있어 당해 노임단가에 동 노임단가의 100분의 15이하에 해당하는 금액을 가산60지방자치단체를 당사자로 하는 계약에 관한 법률 시행령제106조 계약심의위원회의 구성계약심의위원회의 위원61지역균형개발 및 지방중소기업 육성에 관한 법률 시행령제59조 인력의 지역정착지원인력의 지역정착지원62해양환경관리법 시행규칙제23조 오염물질저장시설의 설치ㆍ운영기준(별표10)오염물질저장시설의 설치기준63헌법재판소 공무원 수당규칙제6조 특수업무수당(별표2)특수업무수당지급"
주조기능장,진로 및 전망," 주조전문생산업체, 자동차, 산업기계, 중장비, 금속제련업체의 주조분야에 취업하여    숙련기능과 생산관리기법에 관한 지식 습득을 통한 작업관리와 기능인 지도 및 감독   을 담당할 수 있다.  또한 주조에 관한 최상급 숙련기능을 바탕으로 직업능력개발훈   련교사로도 진출 가능하다. - 주조는 금속가공법 중 가장 기본적이고도 중요한 기술로서 최근에는 자동차 공업과    기계공업의 활성화에 따라 이들에 소요되는 주물소재 소요량이 급격히 증가하고 있으   며 국가의 기간산업으로서 그 중요성은 날로 커질 전망이고 앞으로도 정밀주조분야   의 급속한 발전이 예상된다.  주조기능장은 현장에서 최고의 숙련기능인으로서 대우   를 받으며 현장실무와 관리업무를 함께 담당한다."
주조기능장,출제경향, 필답형 실기시험이므로 출제기준 참조
주조기능장,취득방법,"① 시 행 처 : 한국산업인력공단② 관련학과 : 교육 및 훈련기관의 금속과, 재료과, 금속재료과, 재료정보과,                                  재료응용과, 신소재과 등③ 훈련기관 : 기능대학의 기능장 과정④ 시험과목   - 필기 : 주조, 금속재료 및 안전관리, 자동생산시스템, 공업경영에 관한 사항   - 실기 : 주조 실무⑤ 검정방법   - 필기 : 전과목 혼합, 객관식 60문항(60분)   - 실기 : 필답형(2시간)⑥ 합격기준   - 필기·실기 : 100점을 만점으로 하여 60점 이상 "
철도차량정비기능장,개요,"최근 철도분야의 수송수요 증가로 철도차량의 운전속도 및 운행횟수가 증가하는 만큼,  지속적인 차량정비를 통행 국민의 귀중한 생명과 재산을 보호하려는 노력이 더해지고  있다.  이에 따라 철도동력차의 원활하고 안전한 운행 및 성능향상을 위하여 철도동력 차 정비에 관한 지식과 기술을 겸비한 최고 수준의 전문기능인력이 필요하게 됨. "
철도차량정비기능장,변천과정,’74.10.16. 대통령령 제7283호’98.05.09. 대통령령 제15794호현재철도동력장치기능장철도차량정비기능장철도차량정비기능장
철도차량정비기능장,수행직무,"철도동력차정비에 관한 최상급의 숙련기능을 갖고 산업현장에서 작업관리, 소속 기능자 의 지도 및 감독, 현장훈련, 경영층과 생산계층을 유기적으로 결합시켜주는 현장의 중 간관리자로서의 역할 업무 수행. "
철도차량정비기능장,실시기관 홈페이지,http://www.q-net.or.kr
철도차량정비기능장,실시기관명,한국산업인력공단 
철도차량정비기능장,위 자격취득자에 대한 법령상 우대현황,"철도차량 정비기능장순번법령명조문내역활용내용1건설기계관리법 시행규칙제33조 검사대행자등(별표9)건설기계검사대행자의인력기준2건설산업기본법 시행규칙제25조의3 건설사업관리관련 인력건설사업관리관련 인력3건설산업기본법 시행령제13조 건설업의 등록기준(별표2)건설업의 등록기준4건설산업기본법 시행령제35조 건설기술자의 현장배치기준등(별표5)공사예정금액의 규모별 건설기술자 배치기준5경찰공무원임용령제16조 특별채용의 요건특별채용의 자격6고등학교 졸업학력 검정고시 규칙제12조 과목면제고시합격자로 가늠 또는 과목면제7공무원수당 등에 관한 규정제14조 특수업무수당(별표11)특수업무수당지급8공무원임용시험령제27조 경력경쟁채용시험등의 응시자격 등(별표7, 8)경력경쟁채용시험에 응시9공무원임용시험령제31조 채용시험의 특전(별표12)6급 이하 공무원 및 기능직공무원 채용시험 가산대상 자격증10공연법 시행규칙제6조의4 무대예술전문인 자격검정의 응시무대예술전문인의 자격검정에 응시하고자 하는 자의 자격11공연법 시행령제10조의2 안전진단기관의 지정 요건 (별표1)안전진단기관의 인력 요건12공연법 시행령제10조의4 무대예술전문인 자격검정의 응시기준(별표2)무대예술전문인 자격검정의 등급별 응시기준13공직자윤리법 시행령제34조 취업승인관할 공직자윤리위원회가 취업승인을 하는 경우14공직자윤리법의 시행에 관한 대법원규칙제37조 취업승인 신청퇴직공직자의 취업승인 요건15공직자윤리법의 시행에 관한 헌법재판소규칙제20조 취업승인퇴직공직자의 취업승인 요건16관광진흥법 시행규칙제70조 안전성검사기관 등록 요건(별표24)안전성검사기관 등록 시 인력 요건17광산보안법 시행규칙제35조 보안감독계원보안감독계원 선임18교원자격검정령 시행규칙제9조 무시험검정의 신청실기교사무시험검정인 때에는 국가기술자격증 사본(해당과목에 한한다)을 첨부하여야 무시험자격19교육감 소속 지방공무원 평정규칙제23조 자격증 등의 가점5급 이하 공무원, 연구사·지도사 및 기능직공무원이 자격증을 소지한 경우 점수 가점 평정20교통안전법 시행령제43조 시험의 일부 면제 등(별표7)교통안전관리자 시험 일부 면제 대상자21국가공무원법제36조의2 채용시험의 가점채용시험의 가점22국가과학기술 경쟁력강화를 위한 이공계지원특별법 시행령제20조 연구기획평가사의 자격시험연구기획평가사 자격시험 일부 면제23국가과학기술 경쟁력강화를 위한 이공계지원특별법 시행령제2조 이공계인력의 범위 등이공계인력의 정의24국가기술자격법제14조 국가기술자격 취득자에 대한 우대국가기술자격 취득자를 우대25국가기술자격법 시행규칙제21조 시험위원의 자격 등(별표16)시험위원의 자격26국가기술자격법 시행령제27조 국가기술자격취득자의 취업 등에 대한 우대채용·보수 및 승진 등에 있어 해당 직무분야의 국가기술자격취득자를 우대27국가를 당사자로 하는 계약에 관한 법률 시행규칙제7조 원가계산을 할 때 단위당 가격의 기준가격을 적용함에 있어 해당 노임단가에 그 노임단가의 100분의 15 이하에 해당하는 금액을 가산28국외유학에 관한 규정제5조 자비유학자격자비유학을 할수 있는자29국회인사규칙제20조 경력경쟁채용등의 요건동종직무에 관한 자격증소지자를 경력경쟁채용하는 경우30군무원인사법 시행규칙제16조 시험과목의 일부 면제 등국가에서 실시한 각종 자격·면허시험에 합격한 사람의 자격이 임용예정 직급과 관련이 있는 경우에는 그 자격·면허시험에 이미 응시한 시험과목에 대한 시험은 면제31군무원인사법 시행규칙제27조 가산점(별표4)승진후보자 명부작성시 자격증 및 면허증 소지자 가산32군무원인사법 시행령제10조 특별채용 요건(별표4)특별채용시험에 의하여 신규채용할 수 있는 자격33군인사법 시행규칙제14조 부사관의 임용부사관의 자격34궤도운송법 시행규칙제18조 안전검사업무의 위탁 등(별표1)안전검사업무를 위탁받기 위하여 갖추어야 하는 기술인력35근로자직업능력 개발법 시행령제27조 직업능력개발훈련을 위하여 근로자를 가르칠 수 있는 사람직업능력개발훈련교사의 정의36근로자직업능력 개발법 시행령제28조 직업능력개발훈련교사의 자격 취득(별표2)직업능력개발훈련교사의자격37근로자직업능력 개발법 시행령제38조 다기능기술자과정의 학생선발방법정원 내 특별전형대상자38근로자직업능력 개발법 시행령제42조 교원 등의 자격(별표4)기능대학의 교원 자격39근로자직업능력 개발법 시행령제44조 교원 등의 임용교원을 임용할 때 자격증 소지자 우대40기능장려법제10조 창업자금 대부창업자금 대부41기능장려법 시행령제13조 창업자금의 대부대상등창업자금의 대부대상42기능장려법 시행령제3조 영업의 우선적 인ㆍ허가등영업의 우선적 인ㆍ허가등43기술개발촉진법 시행령제15조 특정연구개발사업 참여기관 등의 기준연구전담요원의 자격44대기환경보전법 시행규칙제70조 자동차제작자의 검사 인력ㆍ장비 등(별표19)인증시험을 실시하는 경우에 갖추어야 할 인력45독학에 의한 학위취득에 관한 법률 시행규칙제4조 국가기술자격취득자에 대한 시험면제범위등자격취득분야와 동일한 분야의 시험에 응시하는 자에 대하여는 해당 과정별 인정시험 면제46독학에 의한 학위취득에 관한 법률 시행령제9조 시험과목면제 대상시험과목의 전부 또는 일부를 면제받을 수 있는 자47문화산업진흥 기본법 시행령제26조 기업부설창작연구소 등의 인력ㆍ시설 등의 기준기업부설창작연구소의 인력기준48법원계약직공무원규칙제3조 채용자격(별표2)전문계약직공무원의 채용자격기준49법원공무원규칙제19조 경력경쟁채용시험의 응시요건등경력경쟁채용시험의 응시요건50병역법제53조 전시근로소집 대상 등전시근로소집 (제외)대상51병역법 시행령제81조 농어업 분야 종사자의 산업기능요원 편입농어업 분야의 산업기능요원에 편입할 수 있는 사람52병역법 시행령제83조 전문연구요원 및 산업기능요원이 종사할 해당 분야 등분야에 종사해야할 전문연구요원 및 산업기능요원53부품·소재전문기업 등의 육성에 관한 특별조치법 시행령제14조 부품·소재기술개발전문기업의 지원기준 등부품·소재기술개발전문기업의 기술개발전담요원54비상대비자원 관리법제2조 대상자원의 범위대상자원의 범위55산업안전보건법 시행규칙제17조 안전관리대행기관의 인력·시설 및 장비기준(별표5)안전관리대행기관의 인력기준56산업안전보건법 시행규칙제74조 검사원의 자격검사원의 자격57산업안전보건법 시행규칙제75조 지정검사기관의 지정요건(별표10)지정검사기관의 인력기준58산업안전보건법 시행령제26조의10 안전ㆍ보건교육의 위탁 전문기관 및 요건(별표6의2)안전ㆍ보건교육의 위탁 전문기관의 요건59선거관리위원회 공무원규칙제21조 경력경쟁채용의 요건(별표4)동종직무에 관한 자격증소지자를 특별채용60선거관리위원회 공무원규칙제29조 전직시험의 면제(별표13, 15)전직시험의 면제61선거관리위원회 공무원규칙제85조 전직시험이 면제되는 직급별 자격증 구분(별표13)전직시험이 면제되는 당해직급에 상응하는 자격증62선거관리위원회 공무원규칙제89조 채용시험의 특전(별표15)자격증의 소지자가 6급이하 공무원채용시험에 응시하는 경우 점수 가산63선거관리위원회 공무원평정규칙제23조 자격증의 가점, (별표6)자격증의 가점평정64선박직원법 시행령제11조 시험과목필기시험의 해당 과목을 면제65소방공무원임용령제15조 특별채용의 요건등특별채용의 요건66소방공무원임용령 시행규칙제19조 초임소방공무원의 보직(별표6)안전행정부령이 정하는 자격증소지자67소방공무원임용령 시행규칙제24조 채용시험의 특전(별표6)소방간부후보생선발시험과 소방사·지방소방사의 공개경쟁채용시험에 있어서의 자격증 가점비율68소방시설 설치유지 및 안전관리에 관한 법률 시행령제8조 소방검사자의 자격소방공무원으로서 소방검사자의 자격69소방시설 설치유지 및 안전관리에 관한 법률 시행령23조 소방안전관리자의 선임대상자2급 소방안전관리대상물의 소방안전관리자 선임대상70소음ㆍ진동관리법 시행규칙제18조 환경기술인의 자격기준 등(별표7)환경기술인을 두어야 할 사업장과 그 자격기준71소음ㆍ진동관리법 시행규칙제36조 자동차제작자 검사의 인력·장비 등(별표14)자동차제작자가 인증시험을 실시하는 경우에 갖추어야 할 인력72수도법 시행규칙제12조 수도시설관리자의 자격수도시설관리자의 자격73승강기시설 안전관리법 시행규칙제12조 기술인력 및 보수설비의 기준(별표5)승강기 보수를 업으로 하려는 자가 갖추어야 할 기술인력74승강기시설 안전관리법 시행규칙제22조 검사기관의 검사인력 및 검사설비(별표7의3)검사기관의 검사인력75여성과학기술인육성및지원에관한법률시행령제2조 정의여성과학기술인의 자격76연구직 및 지도직공무원의 임용 등에 관한 규정제26조의2 채용시험의 특전(별표7)연구사 및 지도사공무원 채용시험 응시하는 경우 점수 가산77열사용기자재 관리규칙제35조 검사의 면제(별표10의3)보일러 및 압력용기의 제조업자에게 필요한 인력78원자력법 시행령제283조 응시자격(별표5)원자력관계종사자의 면허시험 응시자격79원자력안전법 시행령제118조 응시자격(별표5)원자로의 운전이나 핵연료물질ㆍ방사성동위원소 등의 취급을 하기 위한 면허 응시자격80장애인 등에 대한 특수교육법 시행령제17조 전문인력의 자격 기준 등자격이 있는 진로 및 직업교육을 담당하는 전문인력81전기사업법제73조 전기안전관리자의 선임 등전기설비의 공사·유지 및 운용에 관한 안전관리업무를 수행하게 하기 위하여 필요한 전기안전관리자82전기사업법 시행규칙제33조 전기설비 검사자의 자격전기설비 검사자의 자격83전기사업법 시행규칙제40조 전기안전관리자의 선임 등(별표12)안전관리자와 안전관리보조원으로 구분하여 선임84전기사업법 시행규칙제42조 전기안전관리자 자격의 완화전기안전관리자로 선임할 수 있는 사람의 자격기준85전기사업법 시행규칙제43조 전기안전관리자의 직무대행자의 지정요건전기안전관리자의 직무대행자86전기사업법 시행규칙제44조 전기안전관리자의 자격 및 직무(별표12)안전관리보조원의 자격87전기사업법 시행규칙제50조의3 중대한 사고의 통보·조사(별표20)사고조사를 하게 할 수 있는 자88주차장법 시행령제12조의4 검사대행자의 지정 및 취소(별표2)검사업무를 대행할 수 있는 전문검사기관의 지정요건89주차장법 시행령제12조의6 보수업의 등록기준(별표3)기계식주차장치 보수업을 등록하려는 자가 갖추어야 할 기술인력90중소기업인력지원 특별법제28조 근로자의 창업지원 등당해 직종과 관련된 분야에서 신기술에 기반한 창업을 하고자 하는 경우 지원91중소기업제품 구매촉진 및 판로지원에 관한 법률 시행규칙제12조 시험연구원의 지정 등(별표3)시험연구원의 지정기준92중소기업진흥에 관한 법률제48조 1차 시험의 면제1차 시험을 면제93중소기업창업 지원법 시행령제20조 중소기업상담회사의 등록요건(별표1)중소기업상담회사가 보유하여야 하는 전문인력94중소기업창업 지원법 시행령제6조 창업보육센터사업자의 지정(별표1)창업보육센터사업자의 전문인력95지방공무원 임용령제17조 경력경쟁임용시험등을 통한 임용의 요건경력경쟁임용시험등을 통하여 임용하려는 경우96지방공무원 임용령제55조의3 자격증 소지자에 대한 신규임용시험의 특전6급 이하 공무원 및 기능직공무원 신규임용시험 시 필기시험 점수 가산97지방공무원 평정규칙제23조 자격증 등의 가점5급 이하 공무원, 연구사·지도사 및 기능직공무원이 자격증을 소지한 경우 점수 가점 평정98지방공무원법제34조의2 신규임용시험의 가점공무원 신규임용시험시 점수 가산99지방자치단체를 당사자로 하는 계약에 관한 법률 시행령제57조 주민참여감독자의 자격주민대표자의추천을받을수있는사람의자격기준100지방자치단체를 당사자로 하는 계약에 관한 법률 시행령제106조 계약심의위원회의 구성계약심의위원회의 위원101지방자치단체를 당사자로 하는 계약에 관한 법률 시행규칙제7조 원가계산을 할 때 단위당 가격의 기준지방자치단체의 장 또는 계약담당자는 가격을 적용함에 있어 당해 노임단가에 동 노임단가의 100분의 15이하에 해당하는 금액을 가산102지역균형개발 및 지방중소기업 육성에 관한 법률 시행령제59조 인력의 지역정착지원인력의 지역정착지원103철도사업법 시행규칙제18조 점검ㆍ정비책임자의 자격점검ㆍ정비책임자의 자격104해양경찰청소속 경찰공무원 승진임용규정제15조 가점평정(별표7)가점평정105해양환경관리법 시행규칙제23조 오염물질저장시설의 설치ㆍ운영기준(별표10)오염물질저장시설 설치 인력기준106헌법재판소 공무원 수당규칙제6조 특수업무수당(별표2)특수업무수당지급(기술정보수당)(update 13.07.02)"
철도차량정비기능장,진로 및 전망," 주로 철도청이나 지하철공사, 도시철도공사의 철도차량정비창, 건축 및 차량사무소,    전기사무소, 제어사무소, 보선사무소 등으로 진출한다.  자격증취득은 채용시 가산점   부여, 근무평정시 가점, 우선승진기회가 주어지는 등 장점이 많다.  이외에 철도차량   생산업체, 전동차생산업체 등으로 진출할 수 있다. - 향후 대중교통개선정책에 따라 고속철도건설, 철도복선화, 대도시 내의 전동차노선증   설, 지방도시의 지하철건설 등이 진행되거나 계획 중에 있어 동력차의 증가가 예상된   다.  이에 따라 안전한 철도운행 및 성능향상을 위해 철도차량정비를 담당할 기능인   력의 증가도 기대된다.  이와 더불어 기능인력에 대한 작업관리, 지도 및 감독업무   를 담당할 최상급의 숙련기능인력도 필요할 전망이다."
철도차량정비기능장,출제경향, 필답형 실기시험이므로 시험과목 및 출제기준을 참고
철도차량정비기능장,취득방법,"① 시 행 처 : 한국산업인력공단 ② 관련학과 : 한국철도대학의 철도차량기계과, 철도차량전기과③ 시험과목   - 필기 : 철도차량공학, 동력차기관정비, 동력차전기전자정비, 객화차정비,            공업경영에 관한 사항   - 실기 : 철도차량정비, 검사 실무④ 검정방법   - 필기 : 전과목 혼합, 객관식 60문항(60분)   - 실기 : 필답형(2시간)⑤ 합격기준   - 필기 ·실기 : 100점을 만점으로 하여 60점 이상 "
판금제관기능장,개요,"판금제관공작의 활용범위는 냉장고, 세탁기, 냉난방설비에서부터 자동차, 기차, 선박,  비행기 등에 이르기까지 매우 광범위하다.  이에 따라 판금제관기술의 향상을 위한 제 반 환경을 조성하고 해당분야 기능인력에 대한 지도, 감독업무를 수행할 오랜 실무경험 을 가진 최상급의 숙련기능인력 양성이 요구됨. "
판금제관기능장,변천과정,’74.10.16. 대통령령 제7283호’83.12.20.대통령령 제11281호’95.10.16. 대통령령제14783호현재철골구조물및배관기능장제관기능장판금제관기능장판금제관기능장판금기능장판금기능장
판금제관기능장,수행직무,"판금제관에 관한 최상급 숙련기능을 가지고 산업현장에서 작업관리, 소속 기능자의 지 도 및 감독, 현장훈련, 경영층과 생산계을 유기적으로 결합시켜주는 현장의 중간관리자 로서의 역할 업무 수행. "
판금제관기능장,실시기관 홈페이지,http://www.q-net.or.kr
판금제관기능장,실시기관명,한국산업인력공단 
